lens_id,jurisdiction,date_published,doc_key,publication_type,publication_reference_jurisdiction,publication_reference_kind,publication_reference_date,application_reference_jurisdiction,application_reference_kind,application_reference_date,priority_claims_earliest_claim_date,invention_title,numApplicants,numInventors,references_cited_patent_count,references_cited_npl_count,priority_claim_jurisdiction,abstract,abstract_lang,owner,title_lang
169-322-472-430-940,CN,2022-05-27,CN_114349413_B_20220527,GRANTED_PATENT,CN,B,2022-05-27,CN,A,2022-03-18,2022-03-18,一种钡渣无害化资源化处理方法及制备的建筑材料,1,2,,,CN,本申请涉及一种钡渣无害化资源化处理方法及制备的建筑材料，该方法包括：将适量氧化剂、硫酸亚铁、硫酸镁、分散剂用水溶解，得到稳定剂溶液；将适量钡渣、中粗砂、生石灰加入轮碾机，将稳定剂溶液加入轮碾机中，补适量水，混练均匀，得到第一混合料；将适量氢氧化钠、粉煤灰、石膏、水泥、氧化镁加入所述第一混合料中继续混练，得到第二混合料；将第二混合料振压成型，保湿养护后即得钡渣建筑材料。该方法利用轮碾设备，将钡渣无害化与资源化在同一设备中分步进行，分步利用了过量的可溶性硫酸盐固定钡，同时后面加入氧化镁消除了可溶性硫酸镁对建材性能的影响，所得钡渣建筑材料的钡离子浸出毒性低，最低低至0.3mg/L左右。,zh-cn,,ko
170-235-568-759-687,CN,2022-02-01,CN_111439968_B_20220201,GRANTED_PATENT,CN,B,2022-02-01,CN,A,2020-04-07,2020-04-07,一种浆厂气浮泥的资源化处理方法,1,6,,,CN,本发明属于环保领域，尤其涉及一种浆厂气浮泥的资源化处理方法，该方法包括以下步骤：a)对浆厂气浮泥进行干化处理，得到固含量≥70wt％的干化气浮泥；b)将所述干化气浮泥与其他造砖原料混合，得到混料；以质量百分数计，所述混料包括：干化气浮泥5～15％、锅炉灰渣30～40％、水泥13～15％、石英砂10～25％和河沙20～30％；c)将所述混料压制成型，得到砖坯；d)将所述砖坯在蒸压釜中进行蒸养，得到成品砖。本发明以锅炉灰渣作为主材，以干化的浆厂气浮泥等材料作为辅料，通过对造砖的原料配方进行优化设计和选择合适的造砖工艺，最终获得了具有较高力学强度的砖材，实现了浆厂气浮泥的资源化利用。,zh-cn,,zh-cn
170-552-695-770-271,CN,2022-09-27,CN_115108808_A_20220927,PATENT_APPLICATION,CN,A,2022-09-27,CN,A,2022-07-22,2022-07-22,Process for producing high-strength carbonized rock-imitating material from gypsum,1,8,1.0,3.0,CN,"The invention relates to a process for producing a high-strength carbonized rock-imitating material from gypsum, which comprises the following steps: producing the high-strength carbonized rock-imitating material from desulfurized gypsum or ardealite and quartz powder or quartz sand, pretreating the raw materials, mixing, molding, drying, sintering and pulverizing to obtain a matrix raw material, and carrying out compression molding and carbonization on the matrix raw material to obtain the high-strength rock-imitating material. The matrix raw material can be used as an additive component of other building materials. According to the invention, reutilization of desulfurized gypsum or ardealite is realized, carbon dioxide can be absorbed, and the purposes of energy conservation and emission reduction are realized.",en,,en
170-695-054-538-753,BE,2017-01-05,BE_1023231_B1_20170105,UNKNOWN,BE,B1,2017-01-05,BE,A,2015-10-30,2015-10-30,WERKWIJZE EN INRICHTING VOOR HET SCHEIDEN VAN MINERALEN EN RESIDUEN,1,1,3.0,,BE,"De uitvinding betreft een werkwijze voor het scheiden van steenmassa van residuen, zoals klei, slib en/of zand, waarbij de steenmassa bij voorkeur werd ontgonnen in een groeve, de werkwijze omvattende de volgende stappen: - het aanleveren van een steenmateriaal omvattende steenmassa voorzien van residuen, - het geleidelijk verplaatsen van het steenmateriaal waarbij een materiaalstroom ontstaat, en - het toevoegen van een vochtonttrekkende stof aan het materiaal, met het kenmerk, dat, een vochtigheidsgraad van de steenmassa met residuen wordt gemeten voordat de vochtonttrekkende stof wordt toegevoegd. In een tweede aspect betreft de uitvinding een inrichting voor het uitvoeren van de hierboven beschreven werkwijze.",nl,{'value': 'BELGIAN COMPANY MACHINERY BVBA; BE'},de
170-920-883-840-165,CN,2022-03-18,CN_114195447_A_20220318,PATENT_APPLICATION,CN,A,2022-03-18,CN,A,2021-11-30,2021-11-30,Scrap iron-hematite counterweight concrete and preparation method thereof,1,10,2.0,2.0,CN,"The invention relates to scrap iron-hematite counterweight concrete. The scrap iron-hematite counterweight concrete comprises a cementing material, coarse aggregate, fine aggregate, water and an additive, wherein the cementing material comprises cement, slag and steel slag powder, the coarse aggregate comprises hematite ore, and the fine aggregate comprises hematite ore sand, scrap iron and boron glass powder. The invention relates to scrap iron-hematite counterweight concrete. The mass ratio of a cementing material to coarse aggregate to fine aggregate to water to an additive is 1: 3.84: 3.11: 0.41: 0.01; in the cementing material, the mass ratio of cement to slag to steel slag powder is 7: 2: 1; in the fine aggregate, the mass ratio of the hematite sand to the scrap iron to the boron glass powder is 1: 1.28: 0.49; the water-binder ratio is 0.41. The invention further relates to a preparation method of the scrap iron-hematite counterweight concrete. The volume weight of the concrete is greatly improved on the premise that the strength of the concrete is guaranteed, and the method belongs to the field of building construction.",en,,en
171-723-620-557-433,CN,2022-01-04,CN_113880547_A_20220104,PATENT_APPLICATION,CN,A,2022-01-04,CN,A,2021-10-11,2021-10-11,"Sprayed concrete for foundation pit slope, and construction method thereof",1,7,17.0,8.0,CN,"The invention relates to a construction method of a sprayed concrete for a foundation pit slope. The sprayed concrete mainly comprises a grouting layer, a covering layer and a concrete layer, and the grouting layer comprises 20-50 parts of a water glass solution, 30-50 parts of garbage bottom slag powder, 1-10 parts of MgO, 10-20 parts of magnesium chloride and 50-100 parts of water; the garbage bottom slag powder needs to be immersed in a 0.05-0.2 mol/L hydrochloric acid solution for 1-3 h before being used, the mass ratio of the garbage bottom slag powder to the solution is 1: 10-1: 20, then a water glass solution is dropwise added into the bottom slag powder solution while stirring is conducted, the stirring speed is 10-30 r/min, the mass ratio of the water glass solution to the garbage bottom slag powder is 1: 30-1: 80, and then suction filtration, washing and drying are conducted; the covering layer comprises cotton and linen fibers and a water glass solution; and the concrete layer is prepared from 300-500 parts of cement clinker, 100-200 parts of lithium slag powder, 300-500 parts of ceramsite, 5-20 parts of ferric chloride, 10 -20 parts of microcrystalline cellulose and 120-150 parts of water. The problems that common sprayed concrete is prone to collapse and high in rebound rate are solved.",en,,en
172-270-725-283-413,CN,2021-11-05,CN_113603444_A_20211105,PATENT_APPLICATION,CN,A,2021-11-05,CN,A,2021-09-10,2021-09-10,Solid-waste-based dry-mixed mortar and preparation method thereof,1,4,6.0,,CN,"The invention relates to the technical field of building materials, in particular to solid-waste-based dry-mixed mortar and a preparation method thereof. The main raw material of the dry-mixed mortar provided by the invention is industrial solid waste, so that the consumption of cement is reduced, the cost of the raw materials is effectively reduced, the pressure of solid waste treatment is relieved, ecological environmental protection and comprehensive utilization of solid waste resources are realized, and quick drying is realized and the construction period is shortened by virtue of synergistic reaction among the fly ash, the carbide slag and the desulfurized gypsum. Meanwhile, the polypropylene fiber is added into the dry-mixed mortar provided by the invention, so that the shrinkage phenomenon of the mortar due to hydration reaction can be effectively avoided, and the crack resistance of the mortar is improved. The invention also provides a preparation method of the solid-waste-based dry-mixed mortar according to the scheme. The preparation method of the dry-mixed mortar provided by the invention is simple and suitable for large-scale stable production.",en,,en
172-686-518-289-790,BR,2020-03-31,BR_112019017490_A2_20200331,PATENT_APPLICATION,BR,A2,2020-03-31,BR,A,2017-09-01,2016-03-15,"material, assim como sua produção para a aplicação como meio acumulador no sistema sensível de acumulação de energia na faixa de baixa, média e alta temperatura",1,1,,,EP,"a presente invenção refere-se a uma lama vermelha modificada ou a um resíduo de bauxita modificado, assim como processos para sua produção e um meio acumulador, que compreende uma lama vermelha modificada, um acumulador de calor, que compreende um meio acumulador e inúmeros usos de uma lama vermelha modificada como um meio acumulador, em particular, em um acumulador de calor. neste caso, a lama vermelha modificada contém os seguintes componentes: - hematita (fe2o3), - córundo (al2o3), - rutila (tio2) e/ou anatas (tio2), - quartzo (sio2), - opcionalmente perowskita (catio3) e ? opcionalmente pseudobrookita ((fe3+, fe2+)2(ti,fe3+)o5), nefelina ((na,k)[aisio4]) e/ou hauinita ((na,ca)4-8[al6si6o24(so4)], sendo que a lama vermelha modificada é essencialmente livre de na2o e/ou vidro. por esse meio, um novo material é posto à disposição, assim com sua produção para aplicação como meio acumulador no sistema sensível de acumulação de energia na faixa baixa, média e alta de temperatura.",pt,,pt
172-805-213-910-936,KR,2014-02-26,KR_101366835_B1_20140226,GRANTED_PATENT,KR,B1,2014-02-26,KR,A,2012-11-12,2012-11-12,CEMENT COMPOSITION USING DESULPHURIZING DUST,1,4,2.0,,KR,"The present invention relates to a cement composition using desulphurized dust, and more specifically, to a cement composition which substitutes for gypsum using desulphurized dust obtained by desulphurizing exhaust gas discharged during a sintered ore manufacturing process. The cement composition using desulphurizing dust of the present invention includes a clinker, desulphurized dust, and calcium hydroxide. The desulphurized dust is obtained by desulfurizing exhaust gas discharged during a sintered ore manufacturing process and has fineness of 2800-5000 cm^2/g.",en,,de
172-872-006-996-597,AU,2020-05-14,AU_2018348767_A1_20200514,PATENT_APPLICATION,AU,A1,2020-05-14,AU,A,2018-10-11,2017-10-11,Non-fired monoliths,1,2,,,LU,"The invention relates to methods for manufacturing an inorganic polymer object from a precursor wherein the precursor consists of one or more or comprises one or more selected from the group consisting of gibbsite-containing bauxite, gibbsitecontaining residue of the Bayer process, thermally processed gibbsite-containing bauxite, and thermally processed gibbsite-containing residue of the Bayer process, the method comprising the steps of alkaline-activating said precursor, mixing the precursor, shaping the mixed precursor and hydrothermally curing the shaped precursor at a temperature between 70 °C and 350 °C.",en,,en
173-421-308-081-214,NO,2017-03-17,NO_20170421_A1_20170317,PATENT_APPLICATION,NO,A1,2017-03-17,NO,A,2017-03-17,2014-10-28,Extended-Life Cement Compositions Comprising Red Mud Solids,1,3,,,US,,unknown,,en
173-591-226-901-946,US,2016-12-29,US_20160375470_A1_20161229,PATENT_APPLICATION,US,A1,2016-12-29,US,A,2015-06-26,2015-06-26,Construction Aggregate from Verified Remediated Spoil,2,2,12.0,,US,Reliably safe remediated construction aggregate derived from excavated contaminated spoil remediated with a system and method using a sorbent in a verified process of testing and analysis of spoil before and after remediation and of adjusting amounts of sorbent and supplemental water mixed with contaminated spoil.,en,{'value': 'WILDFIRE CONSTRUCTION LLC'},en
173-777-728-070-295,EP,2019-03-13,EP_3453678_A1_20190313,PATENT_APPLICATION,EP,A1,2019-03-13,EP,A,2017-09-11,2017-09-11,TREATMENT AND DISPOSAL OF BAUXITE RESIDUE,1,1,4.0,,EP,"The present invention relates to a method for treating residue generated in a process for obtaining alumina (Al 2 O 3 ) as well as caustic soda from bauxite residue, hereinafter ""bauxite residue"", to facilitate its disposal as non-hazardous waste. The method further enables recovery of alumina from bauxite residue. Particularly, the bauxite residue is that generated in the Bayer process for obtaining alumina from bauxite, which is also known as ""red mud"". The method involves treating the bauxite residue with phosphoric acid and then with caustic soda.",en,,en
173-821-728-030-272,CN,2017-11-28,CN_107406326_A_20171128,PATENT_APPLICATION,CN,A,2017-11-28,CN,A,2015-11-16,2014-12-30,PROCESS FOR COMPLETE CONVERSION OF MULTIPLE INDUSTRIAL WASTES TO SUSTAINABLE ALTERNATIVES AND USABLE PRODUCTS,1,1,3.0,1.0,IN,"The invention is directed towards a process for complete conversion of multiple industrial wastes to sustainable alternatives and usable products resulting in water in-soluble product alike chemical gypsum useful for cement manufacturing used in construction industry. The inventor has utilized industrial wastes from multiple industries together taking into consideration their chemical and physical properties without using any form of energy. The whole process is carried out at ambient temperature under open sky. In described two exemplary processes, the inventor has disclosed process comprising the steps of mechanically mixing metallurgical inert waste of aged dry Jarofix containing crystallized Gypsum with freshly generated Jarosite or dry / wet Red Mud followed by addition of adequate acidic concentration waste water, calcitic wastes, pozzolanic property enhancers & lime treatment. The multiple wastes mix crystallized chemical gypsum mass on drying is used as a whole without any leftover.",en,,en
174-082-354-364-859,CN,2021-10-01,CN_113461227_A_20211001,PATENT_APPLICATION,CN,A,2021-10-01,CN,A,2021-08-09,2021-08-09,Ocean dredging object treatment device and treatment method,1,4,,,CN,"The invention provides an ocean dredged object treatment device which comprises a dredged object cleaning and dewatering device used for cleaning and dewatering dredged objects so as to separate the dredged objects into sand and salt-containing sludge-containing sewage; an inlet of the salt-containing sewage treatment device which is connected with a salt-containing and sludge-containing sewage outlet of the dredged object cleaning and dewatering device, and the salt-containing sewage treatment device is used for purifying and separating the salt-containing and sludge-containing sewage generated by the dredged object cleaning device so as to separate the sewage into sludge and salt-containing water; a filter press, which is connected with a sludge outlet of the salt-containing sewage treatment device, wherein the water in the sludge is pressed out and formed to form sewage and formed wet sludge, a sewage outlet of the filter press is connected with an inlet of the salt-containing sewage treatment device, and a sewage outlet of the filter press is connected with an outlet of the salt-containing sewage treatment device so that the sewage pressed by the filter press is input into the salt-containing sewage treatment device; and an electrical control cabinet, which is used for supplying power to the dredged material treatment device and realizing automatic control.",en,,en
174-378-560-746-754,KR,2017-11-20,KR_20170126726_A_20171120,PATENT_APPLICATION,KR,A,2017-11-20,KR,A,2016-05-10,2016-05-10,Compositions and Methods of Preparation of Additives for On-site Warm-mix Asphalt Pavement Using Recycled Asphalt Pavements,1,9,,,KR,"The present invention relates to a low energy and low carbon-dioxide asphalt pavement (LEADCAP) additive composition which is used to increase physical properties of aged asphalt road pavement, and can be applied to asphalt pavement after mixed at 60-150C by recycling aged asphalt concrete road pavement at worksite. The present invention further relates to an asphalt concrete composition consisting of the LEADCAP additive composition and aged asphalt concrete, and a production method thereof.",en,,en
174-395-640-241-275,CN,2021-04-23,CN_112694297_A_20210423,PATENT_APPLICATION,CN,A,2021-04-23,CN,A,2020-12-31,2020-12-31,Recycled fiber reinforced composite material toughened concrete and preparation method and application thereof,1,4,3.0,1.0,CN,"The invention discloses recycled fiber reinforced composite material toughened concrete and a preparation method and application thereof. The recycled fiber reinforced composite material toughened concrete is prepared from the following components in parts by weight: 500-600 parts of cement, 1000-1200 parts of coarse aggregate, 500-650 parts of sand, 5-30 parts of a strip-shaped recycled fiber reinforced composite material, 0-3 parts of a water reducing agent and 200-250 parts of water. The strip-shaped recycled fiber reinforced composite material is a strip-shaped material formed by mechanically cutting the fiber reinforced composite material after the service life is reached. By adopting the strip-shaped recycled fiber reinforced composite material, the agglomeration phenomenon of the fiber reinforced composite material in the concrete can be effectively avoided, and the strength of the fiber reinforced composite material can be effectively utilized, so that the recycled fiber reinforced composite material toughened concrete has better bending resistance, ductility and impact resistance; wide application prospects are realized in engineering of anti-seismic structures, anti-collision structures and the like.",en,,en
174-401-378-347-995,KR,2019-06-24,KR_20190071110_A_20190624,PATENT_APPLICATION,KR,A,2019-06-24,KR,A,2017-12-14,2017-12-14,Improved dredged soil comprising steel slag and temporary road using the same,1,5,4.0,,KR,"The present invention relates to an improved dredged soil comprising steel slag and a construction road using the same and, more specifically, to improved dredged soil comprising: 40 to 60 wt% of dredged soil; and 40 to 60 wt% of the steel slag, to a construction road manufactured by using the same, and to a manufacturing method of the construction road capable of reducing the construction cost of the construction road.",en,,en
174-559-072-351-73X,CN,2022-01-14,CN_113929420_A_20220114,PATENT_APPLICATION,CN,A,2022-01-14,CN,A,2021-11-11,2021-11-11,Regenerated light bottom layer plastering gypsum mortar,1,4,4.0,1.0,CN,"The invention discloses a regenerated light bottom layer plastering gypsum mortar. The formula of the r plastering gypsum mortar comprises, by weight, 500 to 800 parts of desulfurized gypsum, 10 to 30 parts of cement, 50 to 400 parts of regenerated machine-made sand dust collecting powder, 50 to 300 parts of regenerated decoration waste ground powder, 40 to 80 parts of glass beads, 0.5 to 2.0 parts of gypsum retarder, 0.2 to 1.0 part of a gypsum water reducing agent, 1.0 to 2.5 parts of cellulose ether, 0.5 to 2.0 parts of starch ether, 0.2 to 1.0 part of wood fiber, 0.2 to 1.0 part of PP fiber, 0.03 to 0.12 part of an air entraining agent and 400 to 650 parts of water. The mortar is light in weight, can effectively reduce the bearing weight of a building, is large in coating area, effectively realizes resource utilization of building solid waste by using regenerated machine-made sand dust collection powder and regenerated decoration waste ground powder building solid waste treatment substances, is green and environment-friendly, and has a very good market prospect.",en,,en
174-967-288-255-053,AU,2016-05-05,AU_2014320230_A1_20160505,PATENT_APPLICATION,AU,A1,2016-05-05,AU,A,2014-09-12,2013-09-12,A method for the treatment of metals,1,1,,,FI,"A method for precipitating metal waste is characterized in that the waste which contains one or more dissolved metal salts, is mixed with a boron compound, and the pH is adjusted to a value at which precipitation takes place in the presence of precipitation nuclei necessary for the formation of metal borates.",en,,en
175-596-069-061-669,CA,2020-01-14,CA_2969459_C_20200114,GRANTED_PATENT,CA,C,2020-01-14,CA,A,2013-08-05,2013-08-05,METHODS OF CEMENTING AND SPENT CRACKING CATALYST-CONTAINING CEMENT COMPOSITIONS,1,3,,,CA,"A cement composition and method for well treatment employing the cement composition that is effective at achieving zonal isolation, controlling gas migration, preventing corrosive conditions and sustaining wellbore integrity during drilling or construction of boreholes in such subterranean formations. The cement composition includes spent cracking catalyst from oil cracking processes.",en,,en
176-018-994-975-160,WO,2017-03-30,WO_2017051117_A1_20170330,PATENT_APPLICATION,WO,A1,2017-03-30,FR,W,2016-09-21,2015-09-22,METHOD AND STATIONARY OR MOVABLE DEVICE FOR NEUTRALIZING AND RECYCLING ASBESTOS WASTE,1,1,7.0,1.0,FR,"The asbestos waste neutralization device (10) comprises: an acid tank (23); a vessel (16) containing a diluted acid solution, into which waste comprising asbestos is thrown, said acid solution neutralizing the asbestos waste; a filtration unit (21) for separating, at the end of the reaction for neutralizing the waste, the inert solid from the acid solution liquid phase; a unit (22) for regenerating the etching acid solution that adjusts the hydrogen potential of the extracted liquid phase by adding concentrated acid contained in the acid tank; and a means for transferring the regenerated solution into the vessel.",en,,de
176-284-930-510-649,CN,2020-11-27,CN_111995276_A_20201127,PATENT_APPLICATION,CN,A,2020-11-27,CN,A,2020-09-05,2020-09-05,Method for curing heavy metals in copper tailings by using industrial waste carbide slag and kaolin,1,5,5.0,1.0,CN,"The invention discloses a method for curing heavy metals in copper tailings by using industrial waste carbide slag and kaolin, which comprises the following steps: S1, drying, crushing and sieving theindustrial waste carbide slag to obtain calcium carbide powder, and drying, crushing and sieving the copper tailings to obtain copper tailing powder; S2, uniformly mixing calcium carbide powder and copper tailing powder according to a mass ratio of 0.15-0.25: 1 to obtain a mixture A; S3, adding NaOH into the water glass, uniformly stirring, regulating the modulus of the water glass to 1.2-1.8, and performing standing at normal temperature for 20-24 hours to obtain an alkali activator; S4, uniformly mixing the mixture A, an alkali activator and water according to a water-cement ratio of 0.2-0.4: 1 and a mass ratio of the mixture to the alkali activator of 100: 5-8 to obtain a mixture B; and S5, putting the mixture B into a mold, maintaining at 30-40 DEG C for 28 days, demolding, and performing standing at normal temperature for 24-28 hours to obtain the geopolymer. The method is simple to operate, the raw materials are cheap and easy to obtain, the curing cost of the copper tailings can be reduced, and the environmental pressure on the surrounding ecological environment caused by long-term stockpiling of the carbide slag and the copper tailings is relieved.",en,,en
176-494-729-038-544,CN,2019-04-02,CN_109553347_A_20190402,PATENT_APPLICATION,CN,A,2019-04-02,CN,A,2018-12-11,2018-12-11,Environmental protection partition board containing sewage treatment waste sludge and preparation method thereof,1,1,5.0,,CN,"The invention discloses a preparation method of an environmental protection partition board containing sewage treatment waste sludge. The preparation method comprises the following steps: 1) the wastesludge is dewatered, cracked at low temperature, dried, chemically treated to obtain usable sludge material; 2) 100-400 parts of water, 1-10 parts of mixed fiber and 100-500 parts of sludge usable material are mixed, 1-10 parts of cement reinforcing foaming admixture, and 500-800 parts of portland cement with strength of 32.5 or 42.5 is added to obtain a mixture; 3) that mixture obtained in the step 2) is foamed to obtain foam cement slurry; 4) that foamed cement slurry obtain in the step 3) is injected into a mold to obtain a finished product. Through special treatment of waste sludge produced by sewage treatment and perfecting preparation process, the invention not only conforms to the quality requirements of GBT23451-2009, and VOC tends to zero, with excellent environmental protection,while greatly the recovery and utilization of waste sludge is improved.",en,,en
176-600-240-780-715,KR,2018-07-17,KR_101879269_B1_20180717,GRANTED_PATENT,KR,B1,2018-07-17,KR,A,2016-07-20,2016-07-20,Expansible contraction reduction type of crack prevention composite for cement mortar,2,8,10.0,,KR,"본 발명은 종래의 시멘트 모르타르가 시간의 경과에 따른 건조 과정, 시멘트 수화 과정 및 광물의 특성에 따라 수축이 일어남에 따라서 경화 후 균열이 발생되는 문제점이 있는바, 균열 발생을 방지하기 위한 팽창재 조성물을 통하여 수축이 없는 시멘트 모르타르를 제공한다. 팽창제는 폐알루미늄 분진과 탈황석고로 구성되며, 시멘트, 잔골재, 혼화재로 구성되는 시멘트 모르타르 조성에 첨가되어 시멘트 모르타르의 양생과정에서 수축을 억제하고 균열발생을 방지한다.",ko,,en
176-816-702-022-496,CN,2022-08-05,CN_114853409_A_20220805,PATENT_APPLICATION,CN,A,2022-08-05,CN,A,2022-04-06,2022-04-06,Alkali residue foam light soil and preparation method thereof,1,4,2.0,,CN,"The invention relates to the technical field of building materials, and discloses alkaline residue foam light soil and a preparation method thereof.The alkaline residue foam light soil is prepared from, by weight, 5-40 parts of cement; 30 to 50 parts of mineral powder; 20 to 70 parts of solid waste micro powder; the sum of the weight of the cement, the mineral powder and the solid waste micro powder is 100 parts; (2) water: the weight ratio of water to the solid material is 0.5: 1-0.7: 1; and (3) the bubble rate is 50-73%. According to the alkaline residue foam light soil provided by the invention, the specific raw materials and the alkaline residues are selected for combined use according to a specific dosage, so that the prepared alkaline residue foam light soil meets performance use requirements, new resource utilization of the alkaline residues in the field of foam light soil is provided, meanwhile, the use amount of cement is reduced, and the cost is reduced. And the production cost is reduced.",en,,en
177-585-956-289-626,AU,2019-08-29,AU_2016397508_B2_20190829,GRANTED_PATENT,AU,B2,2019-08-29,AU,A,2016-03-15,2016-03-15,Composition containing modified chromate-deficient red mud and method for producing same,1,1,1.0,,EP,"The invention relates to a composition which contains modified chromate-deficient red mud, comprising a mineral composition of - 10 to 50 wt.% of iron compounds, - 12 to 35 wt.% of aluminum compounds, - 5 to 17 wt.% of silicon compounds, - 2 to 10 wt.% of titanium dioxide, - 0.5 to 6 wt.% of calcium compounds, - 0 to 1 ppm of chromium (VI) compounds, and - optionally additional unavoidable impurities. The composition, in particular the modified chromate-deficient red mud, contains a poorly soluble reducing agent for Cr(VI). In this manner, an inexpensive chemical composition is provided in particular as an iteratively functioning long-term adsorbent for pollutants in liquid, gaseous, and solid milieu. The invention further relates to a method for producing same and to uses thereof.",en,,en
177-669-596-023-725,CN,2018-05-18,CN_108046688_A_20180518,PATENT_APPLICATION,CN,A,2018-05-18,CN,A,2017-11-24,2017-11-24,Magnetic wave-absorbing cement and preparation method thereof,1,8,5.0,,CN,"The invention relates to a magnetic wave-absorbing cement and a preparation method thereof. The magnetic wave-absorbing cement includes a ground MnZn ferrite recycled material and Portland cement. Thefilling rate of the ground MnZn ferrite recycled material is 40-70vol%, and the particle diameter D50 of the ground MnZn ferrite recycled material is to 0.6-3microm. The invention also includes a preparation method of the magnetic wave-absorbing cement. According to the invention, cement is doped with the ground MnZn ferrite recycled material, after molding curing, the cement has a 15mm thicknesswave-absorbing ability up to -15dB or more within the frequency band of 8-18GHz, and the cost is very low.",en,,en
177-779-727-769-306,US,2014-06-03,US_8742195_B2_20140603,GRANTED_PATENT,US,B2,2014-06-03,US,A,2008-01-08,2004-02-26,Aluminum phosphate ceramics for waste storage,3,2,38.0,17.0,US,"The present disclosure describes solid waste forms and methods of processing waste. In one particular implementation, the invention provides a method of processing waste that may be particularly suitable for processing hazardous waste. In this method, a waste component is combined with an aluminum oxide and an acidic phosphate component in a slurry. A molar ratio of aluminum to phosphorus in the slurry is greater than one. Water in the slurry may be evaporated while mixing the slurry at a temperature of about 140-200° C. The mixed slurry may be allowed to cure into a solid waste form. This solid waste form includes an anhydrous aluminum phosphate with at least a residual portion of the waste component bound therein.",en,{'value': 'U CHICAGO ARGONNE LLC'},en
178-082-763-700-572,CN,2017-11-17,CN_107352771_A_20171117,PATENT_APPLICATION,CN,A,2017-11-17,CN,A,2017-07-20,2017-07-20,Riverbed sludge recycling device,1,1,,,CN,"Disclosed is a riverbed sludge recycling device. The riverbed sludge recycling device comprises a stirring chamber, and is characterized in that a driven shaft is rotatably arranged in the stirring chamber, the driven shaft is horizontally provided with several stirring blades, and spiral blades are arranged at the outer surface of the lower portion of the driven shaft; a driven belt wheel is fixedly installed at the upper portion of the driven shaft, the stirring chamber is internally provided with a filtering plate, a telescopic rod is installed between a first hinged support and a second hinge support, a forming chamber is arranged at the right end of the stirring chamber, a steel wire rope vertically penetrates downwards through the forming chamber, the forming chamber is internally provided with a pressing plate, the bottom end of the steel wire rope is fixed to the upper surface of the pressing plate, a blocking plastic groove is formed in the forming chamber and is internally provided with several longitudinal clapboards and horizontal clapboards, and the longitudinal clapboards and lateral clapboards are mutually perpendicular. The riverbed sludge recycling device is reasonable in design, and the sludge problem at the bottom of a riverbed is solved; meanwhile, the waste material is changed into things of value, the sludge is turned into construction materials and can be used for building construction like paving, and the resource recycling is achieved.",en,,en
178-434-315-392-576,CN,2018-01-02,CN_105859164_B_20180102,GRANTED_PATENT,CN,B,2018-01-02,CN,A,2016-05-26,2016-05-26,黄磷熔融炉渣及黄磷尾气余热综合回收利用系统及方法,1,12,,,CN,本发明涉及种黄磷熔融炉渣及黄磷尾气余热综合回收利用系统及方法。系统包括黄磷炉气过滤回收系统、黄磷熔融炉渣造粒冷却及显热回收系统、余热回收利用系统和水泥生产系统；黄磷炉气过滤回收系统包括过滤装置、风机、洗涤装置和储气罐；黄磷熔融炉渣造粒冷却及显热回收系统包括高温储罐、回转窑、篦式冷却机和风机，高温储罐与回转窑、篦式冷却机依次相连，风机分别与回转窑以及篦式冷却机相连；余热回收利用系统包括黄磷尾气燃气锅炉、烟气余热锅炉和发电机组，两锅炉所产生的蒸汽送入发电机组发电；篦式冷却机产生的黄磷炉渣送入水泥生产系统。本发明不仅可以解决黄磷企业环境污染问题，而且可以创造很好的经济效益。,zh-cn,,ko
178-676-933-633-471,CN,2018-07-20,CN_108298782_A_20180720,PATENT_APPLICATION,CN,A,2018-07-20,CN,A,2018-02-06,2018-02-06,Method for treating sludge with coal cinder,1,1,,,CN,"The invention discloses a method for treating sludge with coal cinder. The method comprises the following steps: firstly, deodorizing the sludge; then, adjusting a pH value of the sludge; adding a curing agent into the sludge after adjusting the pH value; stirring and then conveying the sludge to a precipitation tank for precipitation; dehydrating the precipitated sludge by a dehydration device; placing the cured sludge after dehydration in a standing area for standing; mixing the cured sludge after completing standing with cement and coal cinder; adding water and stirring; and pressing the mixture into bricks by a brick molding machine after stirring uniformly. The method provided by the invention is simple in process and convenient in implementation, effectively improves strength of thesludge after the bricks are made, effectively utilizes the sludge, and reduces pollution of the sludge to environments.",en,,en
178-923-467-669-770,CN,2019-02-22,CN_109369116_A_20190222,PATENT_APPLICATION,CN,A,2019-02-22,CN,A,2018-12-19,2018-12-19,Self-compacting concrete and preparation method thereof,1,4,4.0,2.0,CN,"The invention belongs to the technical field of building materials and particularly relates to a self-compacting concrete and a preparation method of the self-compacting concrete. The provided self-compacting concrete comprises cement, sand, cobble, pulverized fuel ash, silica fume, water, a water reducer and a carbon fiber. The carbon fiber of the provided concrete assists in transferring tensilestress, and the breaking strength, the toughness and the impact force of the concrete are improved. The disclosed self-compacting concrete is applied to industrial and civil buildings and other projects, effectively solves the problems of low tensile strength, voids and pits, dry shrinkage and the like, and is suitable for a joint of a prefabricated construction of a bridge and a structure havingvibrating difficulty.",en,,en
