lens_id,doc_key,residence,extracted_name,extracted_address,nimi,id
068-260-908-017-071,CN_211001370_U_20200714,,SHANGHAI LANGTIAN ENVIRONMENTAL TECH CO LTD,,SHANGHAI LANGTIAN ENVIRONMENTAL TECH CO LTD,
068-317-514-918-71X,CN_214555525_U_20211102,,HANGZHOU DINGCHANG CONCRETE CO LTD,,HANGZHOU DINGCHANG CONCRETE CO LTD,
068-962-536-428-545,US_20170173712_A1_20170622,US,ROUGHNECK L L C,,ROUGHNECK L L C,
069-239-430-223-262,CN_108760428_A_20181106,,CCCC FIRST HIGHWAY ENGINEERING BUREAU XIAMEN DETECTION TECH CO LTD,,CCCC FIRST HIGHWAY ENGINEERING BUREAU XIAMEN DETECTION TECH CO LTD,
069-239-430-223-262,CN_108760428_A_20181106,,CCCC FIRST HIGHWAY XIAMEN ENG CO LTD,,CCCC FIRST HIGHWAY XIAMEN ENG CO LTD,
069-239-430-223-262,CN_108760428_A_20181106,,CCCC FIRST HIGHWAY ENGINEERING CO LTD,,CCCC FIRST HIGHWAY ENGINEERING CO LTD,
069-345-448-407-720,CN_113060951_A_20210702,,LI WENHAI,,LI WENHAI,
069-822-048-780-357,RO_137169_A0_20221230,RO,GIRLOVAN DRAGOS MIHAI,,GIRLOVAN DRAGOS MIHAI,
069-957-903-545-226,CN_217460459_U_20220920,,HANGZHOU JINYI CONSTRUCTION GROUP CO LTD,,HANGZHOU JINYI CONSTRUCTION GROUP CO LTD,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,CHINA CONSTRUCTION READY MIXED CONCRETE CO LTD,,CHINA CONSTRUCTION READY MIXED CONCRETE CO LTD,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,CHINA CONSTR 3RD ENG BUREAU CO,,CHINA CONSTR 3RD ENG BUREAU CO,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,UNIV HUAZHONG SCIENCE TECH,,UNIV HUAZHONG SCIENCE TECH,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,NANYANG TECHNOLOGICAL UNIVERSITY SINGAPORE,,NANYANG TECHNOLOGICAL UNIVERSITY SINGAPORE,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,WUHAN HANYANG MUNICIPAL CONSTR GROUP CO LTD,,WUHAN HANYANG MUNICIPAL CONSTR GROUP CO LTD,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,WUHAN HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY TESTING TECHNOLOGY CO LTD,,WUHAN HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY TESTING TECHNOLOGY CO LTD,
070-154-199-873-993,AU_2021101935_A4_20210603,CN,WUHAN MUNICIPAL ENG QUALITY SUPERVISION STATION,,WUHAN MUNICIPAL ENG QUALITY SUPERVISION STATION,
070-571-773-322-270,CA_3188393_A1_20220217,DE,HEIDELBERGCEMENT AG,,HEIDELBERGCEMENT AG,
071-406-668-941-077,ES_2933749_A1_20230213,ES,UNIV BURGOS,,UNIV BURGOS,
071-935-188-440-410,WO_2023069370_A1_20230427,US,UNIV CALIFORNIA,,UNIV CALIFORNIA,
071-935-188-440-410,WO_2023069370_A1_20230427,US,CARBONBUILT,,CARBONBUILT,
072-554-846-472-383,US_20230054357_A1_20230223,IN,GREENJAMS BUILDTECH PRIVATE LTD,,GREENJAMS BUILDTECH PRIVATE LTD,
072-592-678-844-746,KR_20160004711_A_20160113,KR,KRRI,,KRRI,
072-655-981-940-20X,WO_2018132429_A1_20180719,US,ROMAN CEMENT LLC,,ROMAN CEMENT LLC,
072-673-110-486-266,CN_115843567_A_20230328,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,
074-217-156-207-051,CN_110093938_A_20190806,,NANJING HYDRAULIC RES INST,,NANJING HYDRAULIC RES INST,
074-910-814-390-413,US_11585102_B2_20230221,US,VICONIC SPORTING LLC,,VICONIC SPORTING LLC,
075-423-902-602-947,CN_217419686_U_20220913,,ZHEJIANG JIASHENG CONSTRUCTION CO LTD,,ZHEJIANG JIASHENG CONSTRUCTION CO LTD,
075-464-022-527-070,CN_217020948_U_20220722,,WUHAN XINYUNHAI CONCRETE CO LTD,,WUHAN XINYUNHAI CONCRETE CO LTD,
076-136-985-064-500,CN_115594446_A_20230113,,CCCC ROAD & BRIDGE SPECIAL ENG CO LTD,,CCCC ROAD & BRIDGE SPECIAL ENG CO LTD,
076-610-222-442-548,CN_211340659_U_20200825,,SHANGHAI YOUWEI ENG DESIGN CO LTD,,SHANGHAI YOUWEI ENG DESIGN CO LTD,
077-111-474-467-725,CN_213114240_U_20210504,,TANG CHAO,,TANG CHAO,
077-898-387-263-013,CN_206594025_U_20171027,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
079-307-822-625-724,EP_4001236_A1_20220525,DE,HEIDELBERGCEMENT AG,,HEIDELBERGCEMENT AG,
080-663-365-531-613,CN_211080837_U_20200724,,UNIV SICHUAN AGRICULTURAL,,UNIV SICHUAN AGRICULTURAL,
080-881-919-463-639,CN_218429042_U_20230203,,TAIZHOU EASTERN BUILDING MATERIAL TECH CO LTD,,TAIZHOU EASTERN BUILDING MATERIAL TECH CO LTD,
081-317-990-440-957,US_20150210592_A1_20150730,US,UNIV CALIFORNIA,,UNIV CALIFORNIA,
081-317-990-440-957,US_20150210592_A1_20150730,US,UNIV ARIZONA,,UNIV ARIZONA,
081-397-212-866-970,CN_109437689_A_20190308,,CHONGQING JINHONGWEI TECH CO LTD,,CHONGQING JINHONGWEI TECH CO LTD,
081-853-197-659-733,CN_114619567_A_20220614,,WUHUA BRIGHT CONCRETE LTD COMPANY ON HUZHOU,,WUHUA BRIGHT CONCRETE LTD COMPANY ON HUZHOU,
081-900-586-622-79X,CN_217020962_U_20220722,,BEIJING GUYUN CONCRETE CO LTD,,BEIJING GUYUN CONCRETE CO LTD,
082-508-377-943-503,CN_209211587_U_20190806,,LI YING,,LI YING,
082-663-158-459-578,CN_217460631_U_20220920,,YUNNAN JIUGUAN CONSTRUCTION ENG CO LTD,,YUNNAN JIUGUAN CONSTRUCTION ENG CO LTD,
082-715-625-482-542,CN_109423934_A_20190305,,BAI XIAOSONG,,BAI XIAOSONG,
082-928-833-041-37X,CN_207869817_U_20180918,,ANHUI XI MEI ENVIRONMENTAL PROTECTION TECH CO LTD,,ANHUI XI MEI ENVIRONMENTAL PROTECTION TECH CO LTD,
082-945-447-734-789,AU_2013216635_A1_20130829,US,ARNOLD PHILLIP J,,ARNOLD PHILLIP J,
082-945-447-734-789,AU_2013216635_A1_20130829,US,L M SCOFIELD COMPANY,,L M SCOFIELD COMPANY,
083-609-553-798-237,WO_2022136435_A1_20220630,CH,HOLCIM TECHNOLOGY LTD,,HOLCIM TECHNOLOGY LTD,
083-663-452-125-620,CN_114292081_A_20220408,,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,
083-663-452-125-620,CN_114292081_A_20220408,,COUNTY QINGZHOU CEMENT MFG CO LTD,,COUNTY QINGZHOU CEMENT MFG CO LTD,
083-682-411-593-501,CN_214680194_U_20211112,,WUHAN ZHENXIN CONCRETE CO LTD,,WUHAN ZHENXIN CONCRETE CO LTD,
084-060-206-555-629,CN_209794039_U_20191217,,SHANGHAI LANGTIAN ENVIRONMENTAL TECH CO LTD,,SHANGHAI LANGTIAN ENVIRONMENTAL TECH CO LTD,
084-274-377-109-117,US_8915997_B2_20141223,US,NAVS LLC,,NAVS LLC,
084-392-146-822-705,WO_2023014288_A2_20230209,SG,KEPPEL FELS LTD,,KEPPEL FELS LTD,
084-683-950-053-636,WO_2020096628_A1_20200514,US,VICONIC SPORTING LLC,,VICONIC SPORTING LLC,
084-709-963-692-608,CN_110054443_A_20190726,,HENAN CHINA WEST CONSTRUCTION CO LTD,,HENAN CHINA WEST CONSTRUCTION CO LTD,
084-709-963-692-608,CN_110054443_A_20190726,,CHINA WEST CONSTR XINJIANG CO LTD,,CHINA WEST CONSTR XINJIANG CO LTD,
084-709-963-692-608,CN_110054443_A_20190726,,CHINA WEST CONSTR GROUP CO LTD,,CHINA WEST CONSTR GROUP CO LTD,
084-951-804-375-766,CN_216944984_U_20220712,,HANGZHOU DINGCHANG CONCRETE CO LTD,,HANGZHOU DINGCHANG CONCRETE CO LTD,
086-680-493-356-592,CN_114953157_A_20220830,,JIANGXI FENGDA NEW BUILDING MAT CO LTD,,JIANGXI FENGDA NEW BUILDING MAT CO LTD,
086-852-429-605-61X,CN_213732617_U_20210720,,FOSHAN JIANTONG CONCRETE PRODUCTS CO LTD,,FOSHAN JIANTONG CONCRETE PRODUCTS CO LTD,
087-282-023-401-558,CN_205328707_U_20160622,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
087-310-422-933-557,CN_207863214_U_20180914,,LIN NA,,LIN NA,
087-467-052-258-632,CN_111574134_A_20200825,,NANNING JIAWANG CEMENT PRODUCTS CO LTD,,NANNING JIAWANG CEMENT PRODUCTS CO LTD,
087-793-449-385-780,CN_208168117_U_20181130,,SHUGUANG CONSTRUCTION CO LTD,,SHUGUANG CONSTRUCTION CO LTD,
088-158-675-049-463,CN_107793173_A_20180313,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
088-370-666-826-564,US_20150344369_A1_20151203,DE,CONSTR RES & TECH GMBH,,CONSTR RES & TECH GMBH,
088-502-037-942-986,CN_205776275_U_20161207,,YUNNAN HIGHWAY DEV & INVEST MUNICIPAL LANDSCAPING ENGNEERING CO LTD,,YUNNAN HIGHWAY DEV & INVEST MUNICIPAL LANDSCAPING ENGNEERING CO LTD,
088-708-635-469-192,US_20190009428_A1_20190110,DE,HEIDELBERGCEMENT AG,,HEIDELBERGCEMENT AG,
089-711-104-143-066,CN_214656775_U_20211109,,SHANGHAI MUNICIPAL ENG DESIGN INST GROUP CO LTD,,SHANGHAI MUNICIPAL ENG DESIGN INST GROUP CO LTD,
089-792-167-579-825,CN_205343458_U_20160629,,CHONGQING DINGXIANG STEEL STRUCTURE ENG CO LTD,,CHONGQING DINGXIANG STEEL STRUCTURE ENG CO LTD,
090-621-988-764-576,EP_3466900_B1_20201209,DE,HEIDELBERGCEMENT AG,,HEIDELBERGCEMENT AG,
091-026-884-945-583,US_20220348503_A1_20221103,SA,UNIV KING FAHD PET & MINERALS,,UNIV KING FAHD PET & MINERALS,
091-480-156-186-54X,US_11384489_B2_20220712,US,MARTINEZ ARIEL GERARDO,,MARTINEZ ARIEL GERARDO,
091-484-864-627-826,US_20150232684_A1_20150820,US,UNISEAL SOLUTIONS INC,,UNISEAL SOLUTIONS INC,
091-503-407-390-916,CN_215803282_U_20220211,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,
092-253-479-569-226,US_20140338568_A1_20141120,US,NAVS LLC,,NAVS LLC,
092-587-533-402-372,EP_2467218_B1_20140521,BE,RECOVAL BELGIUM,,RECOVAL BELGIUM,
092-906-839-741-399,US_20190368205_A1_20191205,US,SCHLUTER SYSTEMS LP,,SCHLUTER SYSTEMS LP,
094-130-444-870-505,US_11384017_B2_20220712,DE,HCONNECT 2 GMBH,,HCONNECT 2 GMBH,
094-301-781-040-899,CN_214419172_U_20211019,,SHANGRAO RONGXIN BUILDING MAT CO LTD,,SHANGRAO RONGXIN BUILDING MAT CO LTD,
094-605-633-625-193,CN_215882089_U_20220222,,HUBEI CHENGTAO BUILDING MAT CO LTD,,HUBEI CHENGTAO BUILDING MAT CO LTD,
094-706-559-624-434,US_9574102_B2_20170221,US,UNISEAL SOLUTIONS INC,,UNISEAL SOLUTIONS INC,
095-026-850-264-929,CN_106031863_A_20161019,,INST PROCESS ENG CAS,,INST PROCESS ENG CAS,
095-299-662-368-871,CN_113929390_A_20220114,,LANGZHONG SHANGSHENG BUILDING MAT CO LTD,,LANGZHONG SHANGSHENG BUILDING MAT CO LTD,
095-608-113-155-247,WO_2022253990_A1_20221208,GB,MUDTECH TANK DIVISION LTD,,MUDTECH TANK DIVISION LTD,
097-622-003-169-553,CN_109989523_A_20190709,,JIANGSU VOCATIONAL INST ARCHITECTURAL TECH,,JIANGSU VOCATIONAL INST ARCHITECTURAL TECH,
098-127-732-870-145,CN_108179755_A_20180619,,KELIER ENVIRONMENTAL PROTECTION TECH CO LTD,,KELIER ENVIRONMENTAL PROTECTION TECH CO LTD,
098-263-284-973-613,CN_217054380_U_20220726,,HANGZHOU DINGCHANG CONCRETE CO LTD,,HANGZHOU DINGCHANG CONCRETE CO LTD,
098-798-624-856-191,CN_207063542_U_20180302,,UNIV DALIAN TECH,,UNIV DALIAN TECH,
098-833-706-645-057,CN_210216323_U_20200331,,SHANGHAI WATERWAY ENG DESIGN AND CONSULTING CO LTD,,SHANGHAI WATERWAY ENG DESIGN AND CONSULTING CO LTD,
098-880-412-580-552,CN_113880530_A_20220104,,UNIV GUIZHOU,,UNIV GUIZHOU,
099-207-238-606-943,WO_2014186564_A1_20141120,US,NAVS LLC,,NAVS LLC,
099-430-537-233-050,US_8552126_B2_20131008,DE,JAHNS EKKEHARD,,JAHNS EKKEHARD,
099-430-537-233-050,US_8552126_B2_20131008,DE,ROLLER SEBASTIAN,,ROLLER SEBASTIAN,
099-430-537-233-050,US_8552126_B2_20131008,DE,BASF SE,,BASF SE,
099-665-316-356-336,CN_103183489_A_20130703,,SHANGHAI DEBIN ENVIRONMENTAL PROT TECHNOLOGY CO LTD,,SHANGHAI DEBIN ENVIRONMENTAL PROT TECHNOLOGY CO LTD,
099-747-993-399-439,WO_2013117929_A1_20130815,GB,ECONOVATE LTD,,ECONOVATE LTD,
100-166-993-998-130,CN_217196147_U_20220816,,UNIV SHIHEZI,,UNIV SHIHEZI,
100-241-302-454-650,CN_208323836_U_20190104,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,
100-331-156-371-687,US_20160340252_A1_20161124,IN,SESA STERLITE LTD,,SESA STERLITE LTD,
100-331-156-371-687,US_20160340252_A1_20161124,IN,CSIR-INSTITUTE OF MINERALS AND MAT TECH,,CSIR-INSTITUTE OF MINERALS AND MAT TECH,
101-312-129-640-258,US_20210172124_A1_20210610,US,ALLEN ENG CORPORATION,,ALLEN ENG CORPORATION,
101-606-965-428-539,US_8603419_B2_20131210,BE,DESCAMPS PHILIPPE,,DESCAMPS PHILIPPE,
101-606-965-428-539,US_8603419_B2_20131210,BE,LECOMTE ISABELLE,,LECOMTE ISABELLE,
101-606-965-428-539,US_8603419_B2_20131210,BE,NGUYEN EVELYNE,,NGUYEN EVELYNE,
101-606-965-428-539,US_8603419_B2_20131210,BE,VAN MECHELEN DIRK,,VAN MECHELEN DIRK,
101-606-965-428-539,US_8603419_B2_20131210,BE,RECOVAL BELGIUM,,RECOVAL BELGIUM,
101-680-761-012-123,CN_114000510_A_20220201,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,
102-322-651-372-79X,CN_104086112_A_20141008,,JIANGSU ARIT NEW MATERIALS CO LTD,,JIANGSU ARIT NEW MATERIALS CO LTD,
102-568-188-414-280,CN_114538844_A_20220527,,DAI JIANYUAN,,DAI JIANYUAN,
103-068-923-160-471,CN_109437653_A_20190308,,CHINA ROAD & BRIDGE CORP,,CHINA ROAD & BRIDGE CORP,
103-068-923-160-471,CN_109437653_A_20190308,,CHINA ACADEMY OF BUILDING RES LTD,,CHINA ACADEMY OF BUILDING RES LTD,
103-308-333-549-612,CN_218476911_U_20230214,,HUBEI HENGJIANXIANG NEW BUILDING MAT CO LTD,,HUBEI HENGJIANXIANG NEW BUILDING MAT CO LTD,
103-618-636-955-38X,US_20180194679_A1_20180712,US,ROMAN CEMENT LLC,,ROMAN CEMENT LLC,
103-762-059-170-203,US_20130239503_A1_20130919,NO,MILLER LEONARD W,,MILLER LEONARD W,
103-762-059-170-203,US_20130239503_A1_20130919,NO,STANDAL PER CATO,,STANDAL PER CATO,
103-762-059-170-203,US_20130239503_A1_20130919,,REFORCETECH LTD,,REFORCETECH LTD,
104-022-155-966-298,CN_214396881_U_20211015,,XINGGUO JIANAN CONCRETE CO LTD,,XINGGUO JIANAN CONCRETE CO LTD,
104-136-649-706-58X,US_20150101265_A1_20150416,US,OLDCASTLE PRECAST INC,,OLDCASTLE PRECAST INC,
104-188-939-462-864,CN_107311576_A_20171103,,MAANSHAN MCC17 ENG SCI & TECH CO LTD,,MAANSHAN MCC17 ENG SCI & TECH CO LTD,
104-549-831-192-672,CN_212534145_U_20210212,,GONGDA INT ENGINEERING & DESIGN CO LTD SHENZHEN,,GONGDA INT ENGINEERING & DESIGN CO LTD SHENZHEN,
105-562-512-925-587,CN_210758432_U_20200616,,DALI XUCHENG BUILDING MAT DEVELOPMENT CO LTD,,DALI XUCHENG BUILDING MAT DEVELOPMENT CO LTD,
105-950-160-414-883,CN_216238584_U_20220408,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
106-135-007-198-024,CN_114131733_A_20220304,,BEIJING JINLING SCIENCE AND TECH CO LTD,,BEIJING JINLING SCIENCE AND TECH CO LTD,
106-961-779-178-079,WO_2022033877_A8_20220825,DE,HEIDELBERGCEMENT AG,,HEIDELBERGCEMENT AG,
106-961-779-178-079,WO_2022033877_A8_20220825,DE,HCONNECT 2 GMBH,,HCONNECT 2 GMBH,
107-092-128-444-833,CN_109235631_A_20190118,,SHENZHEN INST INFORMATION TECH,,SHENZHEN INST INFORMATION TECH,
107-298-335-311-498,US_20180010317_A1_20180111,US,WALKER ROBERT P,,WALKER ROBERT P,
108-050-355-075-485,US_8938923_B2_20150127,US,NYCE DANIEL,,NYCE DANIEL,
108-050-355-075-485,US_8938923_B2_20150127,US,PATTERSON KELLY,,PATTERSON KELLY,
108-050-355-075-485,US_8938923_B2_20150127,US,BROOKHART JR GEORGE CLINTON,,BROOKHART JR GEORGE CLINTON,
108-050-355-075-485,US_8938923_B2_20150127,US,OLDCASTLE PRECAST INC,,OLDCASTLE PRECAST INC,
108-087-790-898-979,CN_206594024_U_20171027,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
108-399-370-834-250,US_20180127946_A1_20180510,US,WALKER ROBERT P,,WALKER ROBERT P,
108-537-056-414-47X,CN_216075130_U_20220318,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
109-610-336-755-716,CN_107780594_A_20180309,,INNER MONGOLIA JULI NEW BUILDING MAT CO LTD,,INNER MONGOLIA JULI NEW BUILDING MAT CO LTD,
109-840-751-084-562,WO_2023031484_A1_20230309,CH,SIKA TECH AG,,SIKA TECH AG,
109-883-845-988-669,CN_216194443_U_20220405,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
110-278-567-146-938,CN_218444107_U_20230203,,XUANEN JIASHENG BUILDING MAT CO LTD,,XUANEN JIASHENG BUILDING MAT CO LTD,
110-472-775-335-345,US_10822812_B2_20201103,US,SCHLUTER SYSTEMS LP,,SCHLUTER SYSTEMS LP,
111-031-035-548-743,CN_114634333_A_20220617,,NINGBO ZHONGQIKOKOU CO LTD,,NINGBO ZHONGQIKOKOU CO LTD,
111-355-223-775-231,CN_204224954_U_20150325,,NEIJIANG HENGSHIDA BUILDING MATERIALS CO LTD,,NEIJIANG HENGSHIDA BUILDING MATERIALS CO LTD,
111-370-365-086-883,EP_2812167_B1_20160413,GB,ECONOVATE LTD,,ECONOVATE LTD,
112-421-202-299-60X,CN_216578410_U_20220524,,BEIJING JINLING SCIENCE AND TECH CO LTD,,BEIJING JINLING SCIENCE AND TECH CO LTD,
112-694-188-954-72X,CN_216087842_U_20220322,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
112-811-984-459-631,CN_210987262_U_20200714,,SHANGHAI LANGTIAN ENVIRONMENTAL TECH CO LTD,,SHANGHAI LANGTIAN ENVIRONMENTAL TECH CO LTD,
113-345-518-175-35X,CN_213611587_U_20210706,,SHICHENG WANNIANQING NEW BUILDING MAT CO LTD,,SHICHENG WANNIANQING NEW BUILDING MAT CO LTD,
114-406-938-452-15X,CN_212656213_U_20210305,,WUXI RONGLIANG CONSTRUCTION AND DEV CO LTD,,WUXI RONGLIANG CONSTRUCTION AND DEV CO LTD,
114-925-846-709-91X,CN_114656210_A_20220624,,UNIV SOUTHEAST,,UNIV SOUTHEAST,
115-753-729-500-154,WO_2021007674_A1_20210121,CA,SHAWCOR LTD,,SHAWCOR LTD,
115-952-809-658-463,CN_109588149_A_20190409,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,,SHANGHAI JIUDING GREEN CONCRETE CO LTD,
116-464-481-855-570,CN_214725191_U_20211116,,FIRST CO CHINA 8TH ENG BUREAU LTD,,FIRST CO CHINA 8TH ENG BUREAU LTD,
116-641-683-451-405,EP_3995470_A1_20220511,DE,HEIDELBERGCEMENT AG,,HEIDELBERGCEMENT AG,
117-271-365-309-615,US_20180056344_A1_20180301,CN,WEI WEI,,WEI WEI,
117-271-365-309-615,US_20180056344_A1_20180301,CN,WANG QI,,WANG QI,
117-481-058-145-185,CN_115417642_A_20221202,,CHENGDU JINGZHUN CONCRETE CO LTD,,CHENGDU JINGZHUN CONCRETE CO LTD,
117-580-314-437-958,US_8950141_B2_20150210,DE,SCHLUETER WERNER,,SCHLUETER WERNER,
117-580-314-437-958,US_8950141_B2_20150210,DE,WEIGE STEFAN,,WEIGE STEFAN,
117-580-314-437-958,US_8950141_B2_20150210,US,SCHLUTER SYSTEMS LP,,SCHLUTER SYSTEMS LP,
118-465-887-863-412,US_8940371_B2_20150127,US,LEAMAN MICHAEL RAY,,LEAMAN MICHAEL RAY,
118-465-887-863-412,US_8940371_B2_20150127,US,UNISEAL SOLUTIONS INC,,UNISEAL SOLUTIONS INC,
118-651-607-288-185,CN_115059067_A_20220916,,JIANGXI FENGDA NEW BUILDING MAT CO LTD,,JIANGXI FENGDA NEW BUILDING MAT CO LTD,
118-788-036-467-362,US_20190062214_A1_20190228,SA,UNIV IMAM ABDULRAHMAN BIN FAISAL,,UNIV IMAM ABDULRAHMAN BIN FAISAL,
119-083-062-110-005,US_20200141131_A1_20200507,US,VICONIC SPORTING LLC,,VICONIC SPORTING LLC,
119-717-089-427-821,CN_204826422_U_20151202,,CHINA GEZHOUBA GROUP NO 6 ENGINEERING CO LTD,,CHINA GEZHOUBA GROUP NO 6 ENGINEERING CO LTD,
120-580-958-137-756,KR_101694145_B1_20170110,KR,CHO LI CONCRETE CO LTD,,CHO LI CONCRETE CO LTD,
120-981-436-129-166,CN_113149580_A_20210723,,SHANGHAI CONSTRUCTION BUILDING MATERIALS TECH GROUP CO LTD,,SHANGHAI CONSTRUCTION BUILDING MATERIALS TECH GROUP CO LTD,
120-981-436-129-166,CN_113149580_A_20210723,,KUNSHAN SHENGHUA CONCRETE CO LTD,,KUNSHAN SHENGHUA CONCRETE CO LTD,
121-248-510-601-188,CN_204401558_U_20150617,,SHANGHAI LYUYUAN ECOLOGICAL CONCRETE CO LTD,,SHANGHAI LYUYUAN ECOLOGICAL CONCRETE CO LTD,
121-340-833-659-087,US_9879400_B1_20180130,US,WALKER ROBERT P,,WALKER ROBERT P,
121-736-177-430-030,CN_207079619_U_20180309,,SHANGHAI NO 7 CONSTR CO LTD,,SHANGHAI NO 7 CONSTR CO LTD,
122-350-649-964-423,CN_109403370_A_20190301,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,,SHANGHAI JIUDING GREENING CONCRETE CO LTD,
122-460-993-385-188,US_11619010_B2_20230404,US,ALLEN ENG CORPORATION,,ALLEN ENG CORPORATION,
123-293-047-138-798,CN_215872922_U_20220222,,QINGYUAN HIGHWAY SURVEY AND PLANNING DESIGN INST CO LTD,,QINGYUAN HIGHWAY SURVEY AND PLANNING DESIGN INST CO LTD,
123-418-139-133-405,CN_212294541_U_20210105,,GONGDA INT ENGINEERING & DESIGN CO LTD SHENZHEN,,GONGDA INT ENGINEERING & DESIGN CO LTD SHENZHEN,
123-498-905-732-865,US_10647617_B2_20200512,US,WORCESTER POLYTECH INST,,WORCESTER POLYTECH INST,
123-631-577-494-545,CN_218438471_U_20230203,,LINGNAN ECOLOGICAL CULTURE TRAVEL CO LTD,,LINGNAN ECOLOGICAL CULTURE TRAVEL CO LTD,
123-784-270-230-868,CN_207987911_U_20181019,,TANGSHI JIANHUA CONSTRUCTION MAT SHANGHAI CO LTD,,TANGSHI JIANHUA CONSTRUCTION MAT SHANGHAI CO LTD,
123-803-722-091-469,WO_2020099309_A1_20200522,CH,SIKA TECH AG,,SIKA TECH AG,
124-134-080-294-651,CN_112851210_A_20210528,,FUJIAN XIECHEN CONSTRUCTION ENG CO LTD,,FUJIAN XIECHEN CONSTRUCTION ENG CO LTD,
124-540-012-504-366,CN_114907057_A_20220816,,KANGDA XIAMEN BUILDING MAT CO LTD,,KANGDA XIAMEN BUILDING MAT CO LTD,
124-927-950-434-110,CN_114988748_A_20220902,,JIANGSU ZHONGXING ENVIRONMENTAL PROTECTION TECH CO LTD,,JIANGSU ZHONGXING ENVIRONMENTAL PROTECTION TECH CO LTD,
124-953-873-456-672,CN_105254205_A_20160120,,LI KANG,,LI KANG,
124-981-231-426-162,US_20190092688_A1_20190328,US,UNIV SOUTH CAROLINA,,UNIV SOUTH CAROLINA,
125-392-713-424-734,CN_206753136_U_20171215,,SHANGHAI GUOTONG ENVIRONMENTAL PROT EQUIPMENT CO LTD,,SHANGHAI GUOTONG ENVIRONMENTAL PROT EQUIPMENT CO LTD,
126-208-482-758-158,CN_213417518_U_20210611,,ZHONGTIAN JIANLIAN CONSTRUCTION ENG CO LTD,,ZHONGTIAN JIANLIAN CONSTRUCTION ENG CO LTD,
127-103-348-434-668,CN_111663501_A_20200915,,GUANGDONG RES INST WATER RESOURCES & HYDROPOWER,,GUANGDONG RES INST WATER RESOURCES & HYDROPOWER,
127-504-739-619-86X,CN_210752890_U_20200616,,DALI XUCHENG BUILDING MAT DEVELOPMENT CO LTD,,DALI XUCHENG BUILDING MAT DEVELOPMENT CO LTD,
128-956-356-997-066,CN_218714064_U_20230324,,UNIV NORTHEAST FORESTRY,,UNIV NORTHEAST FORESTRY,
129-241-934-878-18X,US_10450230_B2_20191022,HK,NANO & ADVANCED MATERIALS INST LTD,,NANO & ADVANCED MATERIALS INST LTD,
130-852-822-498-738,WO_2016112456_A1_20160721,CA,FANG PING,,FANG PING,
131-000-787-059-006,CN_218535144_U_20230228,,TAIZHOU HUANGYAN CHAOHONG NEW MATERIAL TECH CO LTD,,TAIZHOU HUANGYAN CHAOHONG NEW MATERIAL TECH CO LTD,
131-225-414-034-305,CN_113896493_A_20220107,,TAIAN TONGDA BUILDING MAT CO LTD,,TAIAN TONGDA BUILDING MAT CO LTD,
131-225-414-034-305,CN_113896493_A_20220107,,UNIV SHANDONG TECHNOLOGY,,UNIV SHANDONG TECHNOLOGY,
131-672-188-932-901,CN_111670718_A_20200918,,GUANGDONG RES INST WATER RESOURCES & HYDROPOWER,,GUANGDONG RES INST WATER RESOURCES & HYDROPOWER,
132-031-263-891-369,US_20150113894_A1_20150430,US,GRACE W R & CO,,GRACE W R & CO,
133-444-423-078-513,CN_206472617_U_20170908,,JIANGSU JIANZHU INST,,JIANGSU JIANZHU INST,
133-449-430-822-622,WO_2013131369_A1_20130912,CN,LI REN,,LI REN,
